rental_id,fk_rental_contact_id,price,duration_type,fitting_date,pick_up_date,due_date,user_signature,user_sign_date,parent_guardian_signature,parent_guardian_sign_date,pick_up_signature,pick_up_sign_date,rental_contact_initial,ski_technician_signature,assisting_staff_fullname
272,54,75,Daily,2/10/2023,2/10/2023,2/12/2023 12:00,Samuel Turner,2/10/2023,Samuel Turner,2/10/2023,Samuel Turner,2/10/2023,ST,Kevin Baron,Kevin Baron
273,49,60,Daily,12/24/2019,12/30/2019,1/1/2020 12:00,William Johnson,12/24/2019,William Johnson,12/24/2019,William Johnson,12/30/2019,WJ,Jordan Weiss,Jordan Weiss
274,96,90,Daily,1/30/2021,1/30/2021,2/1/2021 14:00,Amelie Dupont,1/30/2021,Amelie Dupont,1/30/2021,Amelie Dupont,1/30/2021,AD,Bryce Peters,Bryce Peters
275,31,30,Daily,2/22/2023,2/22/2023,2/24/2023 12:00,Hailey Morris,2/22/2023,Hailey Morris,2/22/2023,Hailey Morris,2/22/2023,HM,Carter Ash,Carter Ash
276,68,289.99,Season,1/15/2021,1/15/2021,5/1/2021 12:00,Leah Ross,1/15/2021,Leah Ross,1/15/2021,Leah Ross,1/15/2021,LR,Kevin Baron,Kevin Baron
277,55,649.96,Season,12/18/2022,12/18/2022,5/1/2023 12:00,Nathaniel Cook,12/18/2022,Nathaniel Cook,12/18/2022,Nathaniel Cook,12/18/2022,NC,Riley Lathrop,Riley Lathrop
278,51,159.99,Season,2/6/2021,2/6/2021,5/1/2021 12:00,Maxim Kovalenko,2/6/2021,Maxim Kovalenko,2/6/2021,Maxim Kovalenko,2/6/2021,MK,Razi Muzaffar,Razi Muzaffar
279,78,209.99,Season,1/23/2021,1/23/2021,5/1/2021 12:00,Ahmed Hassan,1/23/2021,Ahmed Hassan,1/23/2021,Ahmed Hassan,1/23/2021,AH,Curtis Fountain,Curtis Fountain
280,60,379.98,Season,2/5/2023,2/5/2023,5/1/2023 12:00,Sofia Fernandez,2/5/2023,Sofia Fernandez,2/5/2023,Sofia Fernandez,2/5/2023,SF,Jude Willcox,Jude Willcox
281,42,55,Daily,2/10/2023,2/10/2023,2/12/2023 12:00,Madison Reyes,2/10/2023,Madison Reyes,2/10/2023,Madison Reyes,2/10/2023,MR,Kevin Baron,Kevin Baron
282,66,129.99,Season,12/24/2021,12/24/2021,5/1/2022 12:00,Anaya Singh,12/24/2021,Anaya Singh,12/24/2021,Anaya Singh,12/24/2021,AS,Nathan Giboney,Nathan Giboney
283,98,100,Daily,12/21/2019,12/21/2019,12/23/2019 12:00,Yusuf Abbas,12/21/2019,Yusuf Abbas,12/21/2019,Yusuf Abbas,12/21/2019,YA,John Florendo,John Florendo
284,70,25,Daily,3/5/2022,3/5/2022,3/7/2022 12:00,Matthew Lewis,3/5/2022,Matthew Lewis,3/5/2022,Matthew Lewis,3/5/2022,ML,Carter Ash,Carter Ash
285,88,219.99,Season,12/25/2021,12/25/2021,5/1/2022 12:00,Sofia Alves,12/25/2021,Sofia Alves,12/25/2021,Sofia Alves,12/25/2021,SA,Jake Lathrop,Jake Lathrop
286,89,819.97,Season,1/20/2022,1/20/2022,5/1/2022 12:00,Penelope Phillips,1/20/2022,Penelope Phillips,1/20/2022,Penelope Phillips,1/20/2022,PP,Bryce Peters,Bryce Peters
287,69,50,Daily,2/12/2023,2/12/2023,2/14/2023 12:00,Ashley Phillips,2/12/2023,Ashley Phillips,2/12/2023,Ashley Phillips,2/12/2023,AP,Bryce Peters,Bryce Peters
288,86,115,Daily,3/1/2021,3/1/2021,3/3/2021 12:00,Lina Ibrahim,3/1/2021,Lina Ibrahim,3/1/2021,Lina Ibrahim,3/1/2021,LI,Kevin Baron,Kevin Baron
289,26,85,Daily,1/15/2020,1/15/2020,1/17/2020 12:00,Emily Johnson,1/15/2020,Emily Johnson,1/15/2020,Emily Johnson,1/15/2020,EJ,Kevin Baron,Kevin Baron
290,13,65,Daily,1/15/2023,1/15/2023,1/17/2023 12:00,Alessia Moretti,1/15/2023,Alessia Moretti,1/15/2023,Alessia Moretti,1/15/2023,AM,Jude Willcox,Jude Willcox
291,29,299.99,Season,3/15/2022,3/15/2022,5/1/2022 12:00,Natalie Carter,3/15/2022,Natalie Carter,3/15/2022,Natalie Carter,3/15/2022,NC,Bryce Peters,Bryce Peters
292,31,25,Daily,1/19/2020,1/19/2020,1/21/2020 12:00,Hailey Morris,1/19/2020,Hailey Morris,1/19/2020,Hailey Morris,1/19/2020,HM,Jordan Weiss,Jordan Weiss
293,15,100,Daily,2/10/2023,2/10/2023,2/12/2023 12:00,Hiba Ahmed,2/10/2023,Hiba Ahmed,2/10/2023,Hiba Ahmed,2/10/2023,HA,John Florendo,John Florendo
294,65,379.98,Season,3/19/2021,3/19/2021,5/1/2021 12:00,Ana Maria Martinez,3/19/2021,Ana Maria Martinez,3/19/2021,Ana Maria Martinez,3/19/2021,AMM,Curtis Fountain,Curtis Fountain
295,34,40,Daily,1/28/2023,1/28/2023,1/30/2023 12:00,Avery Mitchell,1/28/2023,Avery Mitchell,1/28/2023,Avery Mitchell,1/28/2023,AM,Jude Willcox,Jude Willcox
296,39,70,Daily,4/9/2022,4/9/2022,4/11/2022 12:00,Isabella Hernandez,4/9/2022,Isabella Hernandez,4/9/2022,Isabella Hernandez,4/9/2022,IH,Curtis Fountain,Curtis Fountain
297,17,319.98,Season,3/28/2020,3/28/2020,5/1/2020 12:00,Amir Shah,3/28/2020,Amir Shah,3/28/2020,Amir Shah,3/28/2020,AS,Carter Ash,Carter Ash
298,89,100,Daily,2/4/2023,2/4/2023,2/6/2023 12:00,Penelope Phillips,2/4/2023,Penelope Phillips,2/4/2023,Penelope Phillips,2/4/2023,PP,Carter Ash,Carter Ash
299,65,239.99,Season,3/4/2021,3/4/2021,5/1/2021 12:00,Ana Maria Martinez,3/4/2021,Ana Maria Martinez,3/4/2021,Ana Maria Martinez,3/4/2021,AMM,Carter Ash,Carter Ash
300,63,35,Daily,1/23/2021,1/23/2021,1/25/2021 12:00,Christopher Wright,1/23/2021,Christopher Wright,1/23/2021,Christopher Wright,1/23/2021,CW,Curtis Fountain,Curtis Fountain
301,85,119.99,Season,1/11/2023,1/11/2023,5/1/2023 12:00,William Rodriguez,1/11/2023,William Rodriguez,1/11/2023,William Rodriguez,1/11/2023,WR,Jake Lathrop,Jake Lathrop
302,19,409.98,Season,1/8/2020,1/8/2020,5/1/2020 12:00,Rafael Lima,1/8/2020,Rafael Lima,1/8/2020,Rafael Lima,1/8/2020,RL,Carter Ash,Carter Ash
303,44,179.99,Season,12/9/2022,12/9/2022,5/1/2023 12:00,Isaac Scott,12/9/2022,Isaac Scott,12/9/2022,Isaac Scott,12/9/2022,IS,Carter Ash,Carter Ash
304,93,399.97,Season,3/11/2020,3/11/2020,5/1/2020 12:00,Leonardo Costa,3/11/2020,Leonardo Costa,3/11/2020,Leonardo Costa,3/11/2020,LC,Riley Lathrop,Riley Lathrop
305,5,319.98,Season,2/8/2022,2/8/2022,5/1/2022 12:00,Muhammad Khan,2/8/2022,Muhammad Khan,2/8/2022,Muhammad Khan,2/8/2022,MK,Kevin Baron,Kevin Baron
306,97,125,Daily,12/31/2020,12/31/2020,1/2/2021 12:00,Renata Costa,12/31/2020,Renata Costa,12/31/2020,Renata Costa,12/31/2020,RC,Razi Muzaffar,Razi Muzaffar
307,80,399.98,Season,12/17/2021,12/17/2021,5/1/2022 12:00,Jakob Jensen,12/17/2021,Jakob Jensen,12/17/2021,Jakob Jensen,12/17/2021,JJ,Bryson Barradale,Bryson Barradale
308,48,45,Daily,1/7/2022,1/7/2022,1/9/2022 12:00,Elena Ivanova,1/7/2022,Elena Ivanova,1/7/2022,Elena Ivanova,1/7/2022,EI,Carter Ash,Carter Ash
309,12,199.99,Season,3/30/2023,3/30/2023,5/1/2023 12:00,Scarlett Mitchell,3/30/2023,Scarlett Mitchell,3/30/2023,Scarlett Mitchell,3/30/2023,SM,Razi Muzaffar,Razi Muzaffar
310,84,479.98,Season,3/21/2022,3/21/2022,5/1/2022 12:00,Elena Andreeva,3/21/2022,Elena Andreeva,3/21/2022,Elena Andreeva,3/21/2022,EA,Nathan Giboney,Nathan Giboney
311,83,95,Daily,12/6/2019,12/6/2019,12/8/2019 12:00,Caleb King,12/6/2019,Caleb King,12/6/2019,Caleb King,12/6/2019,CK,Kevin Baron,Kevin Baron
312,9,209.99,Season,12/20/2021,12/20/2021,5/1/2022 12:00,Giselle Diaz,12/20/2021,Giselle Diaz,12/20/2021,Giselle Diaz,12/20/2021,GD,Jude Willcox,Jude Willcox
313,68,155,Daily,2/19/2022,2/19/2022,2/21/2022 12:00,Leah Ross,2/19/2022,Leah Ross,2/19/2022,Leah Ross,2/19/2022,LR,Curtis Fountain,Curtis Fountain
314,28,329.98,Season,12/1/2019,12/1/2019,5/1/2020 12:00,Logan Turner,12/1/2019,Logan Turner,12/1/2019,Logan Turner,12/1/2019,LT,Jordan Weiss,Jordan Weiss
315,29,125,Daily,2/26/2020,2/26/2020,2/28/2020 12:00,Natalie Carter,2/26/2020,Natalie Carter,2/26/2020,Natalie Carter,2/26/2020,NC,Kevin Baron,Kevin Baron
316,89,289.99,Season,3/21/2023,3/21/2023,5/1/2023 12:00,Penelope Phillips,3/21/2023,Penelope Phillips,3/21/2023,Penelope Phillips,3/21/2023,PP,John Florendo,John Florendo
317,75,120,Daily,2/9/2023,2/12/2023,2/14/2023 12:00,Hugo Silva,2/9/2023,Hugo Silva,2/9/2023,Hugo Silva,2/12/2023,HS,Bryson Barradale,Bryson Barradale
318,95,279.99,Season,3/5/2020,3/5/2020,5/1/2020 12:00,Joshua Davis,3/5/2020,Joshua Davis,3/5/2020,Joshua Davis,3/5/2020,JD,Bryce Peters,Bryce Peters
319,92,289.98,Season,1/14/2023,1/14/2023,5/1/2023 12:00,Sofia Santos,1/14/2023,Sofia Santos,1/14/2023,Sofia Santos,1/14/2023,SS,Jude Willcox,Jude Willcox
320,85,60,Daily,3/13/2022,3/20/2022,3/22/2022 12:00,William Rodriguez,3/13/2022,William Rodriguez,3/13/2022,William Rodriguez,3/20/2022,WR,Jake Lathrop,Jake Lathrop
321,55,180,Daily,2/28/2022,3/4/2022,3/6/2022 12:00,Nathaniel Cook,2/28/2022,Nathaniel Cook,2/28/2022,Nathaniel Cook,3/4/2022,NC,Bryson Barradale,Bryson Barradale
322,54,259.99,Season,12/17/2021,12/17/2021,5/1/2022 12:00,Samuel Turner,12/17/2021,Samuel Turner,12/17/2021,Samuel Turner,12/17/2021,ST,Kevin Baron,Kevin Baron
323,46,309.99,Season,3/2/2023,3/2/2023,5/1/2023 12:00,Jacob Reed,3/2/2023,Jacob Reed,3/2/2023,Jacob Reed,3/2/2023,JR,Razi Muzaffar,Razi Muzaffar
324,9,100,Daily,1/3/2023,1/3/2023,1/5/2023 12:00,Giselle Diaz,1/3/2023,Giselle Diaz,1/3/2023,Giselle Diaz,1/3/2023,GD,Jake Lathrop,Jake Lathrop
325,58,55,Daily,1/17/2022,1/17/2022,1/19/2022 12:00,Nour Hussein,1/17/2022,Nour Hussein,1/17/2022,Nour Hussein,1/17/2022,NH,Curtis Fountain,Curtis Fountain
326,1,899.95,Season,2/22/2020,2/22/2020,5/1/2020 12:00,Emma Johansson,2/22/2020,Emma Johansson,2/22/2020,Emma Johansson,2/22/2020,EJ,John Florendo,John Florendo
327,21,769.95,Season,1/9/2020,1/9/2020,5/1/2020 12:00,Marwa Mahmoud,1/9/2020,Marwa Mahmoud,1/9/2020,Marwa Mahmoud,1/9/2020,MM,Jordan Weiss,Jordan Weiss
328,10,550,Weekly,1/31/2020,2/4/2020,2/11/2020 12:00,Christopher Martin,1/31/2020,Christopher Martin,1/31/2020,Christopher Martin,2/4/2020,CM,Razi Muzaffar,Razi Muzaffar
329,97,259.99,Season,3/27/2023,3/27/2023,5/1/2023 12:00,Renata Costa,3/27/2023,Renata Costa,3/27/2023,Renata Costa,3/27/2023,RC,Carter Ash,Carter Ash
330,39,370,Weekly,3/26/2021,3/26/2021,4/2/2021 12:00,Isabella Hernandez,3/26/2021,Isabella Hernandez,3/26/2021,Isabella Hernandez,3/26/2021,IH,Jake Lathrop,Jake Lathrop
331,34,199.99,Season,1/3/2023,1/3/2023,5/1/2023 12:00,Avery Mitchell,1/3/2023,Avery Mitchell,1/3/2023,Avery Mitchell,1/3/2023,AM,Nathan Giboney,Nathan Giboney
332,17,299.99,Season,12/4/2019,12/4/2019,5/1/2020 12:00,Amir Shah,12/4/2019,Amir Shah,12/4/2019,Amir Shah,12/4/2019,AS,Carter Ash,Carter Ash
333,10,65,Daily,12/21/2021,12/21/2021,12/23/2021 12:00,Christopher Martin,12/21/2021,Christopher Martin,12/21/2021,Christopher Martin,12/21/2021,CM,Bryce Peters,Bryce Peters
334,10,349.98,Season,2/16/2020,2/16/2020,5/1/2020 12:00,Christopher Martin,2/16/2020,Christopher Martin,2/16/2020,Christopher Martin,2/16/2020,CM,Carter Ash,Carter Ash
335,44,229.99,Season,1/14/2021,1/14/2021,5/1/2021 12:00,Isaac Scott,1/14/2021,Isaac Scott,1/14/2021,Isaac Scott,1/14/2021,IS,Bryce Peters,Bryce Peters
336,64,339.98,Season,1/2/2023,1/2/2023,5/1/2023 12:00,Daniel Lee,1/2/2023,Daniel Lee,1/2/2023,Daniel Lee,1/2/2023,DL,Razi Muzaffar,Razi Muzaffar
337,69,85,Daily,1/20/2021,1/20/2021,1/22/2021 12:00,Ashley Phillips,1/20/2021,Ashley Phillips,1/20/2021,Ashley Phillips,1/20/2021,AP,Riley Lathrop,Riley Lathrop
338,54,299.99,Season,1/24/2023,1/24/2023,5/1/2023 12:00,Samuel Turner,1/24/2023,Samuel Turner,1/24/2023,Samuel Turner,1/24/2023,ST,John Florendo,John Florendo
339,77,239.99,Season,3/23/2023,3/23/2023,5/1/2023 12:00,Aisha Abdul,3/23/2023,Aisha Abdul,3/23/2023,Aisha Abdul,3/23/2023,AA,Jude Willcox,Jude Willcox
340,16,65,Daily,12/27/2022,12/27/2022,12/29/2022 12:00,Sophia Edwards,12/27/2022,Sophia Edwards,12/27/2022,Sophia Edwards,12/27/2022,SE,Bryce Peters,Bryce Peters
341,24,269.99,Season,4/8/2023,4/8/2023,5/1/2023 12:00,Miguel Rodriguez,4/8/2023,Miguel Rodriguez,4/8/2023,Miguel Rodriguez,4/8/2023,MR,Carter Ash,Carter Ash
342,42,569.98,Season,2/12/2022,2/12/2022,5/1/2022 12:00,Madison Reyes,2/12/2022,Madison Reyes,2/12/2022,Madison Reyes,2/12/2022,MR,Riley Lathrop,Riley Lathrop
343,34,319.98,Season,1/18/2021,1/18/2021,5/1/2021 12:00,Avery Mitchell,1/18/2021,Avery Mitchell,1/18/2021,Avery Mitchell,1/18/2021,AM,Bryce Peters,Bryce Peters
344,96,45,Daily,2/3/2020,2/3/2020,2/5/2020 12:00,Amelie Dupont,2/3/2020,Amelie Dupont,2/3/2020,Amelie Dupont,2/3/2020,AD,Jake Lathrop,Jake Lathrop
345,61,45,Daily,1/5/2023,1/5/2023,1/7/2023 12:00,Isaac Young,1/5/2023,Isaac Young,1/5/2023,Isaac Young,1/5/2023,IY,Bryce Peters,Bryce Peters
346,34,40,Daily,2/10/2021,2/10/2021,2/12/2021 12:00,Avery Mitchell,2/10/2021,Avery Mitchell,2/10/2021,Avery Mitchell,2/10/2021,AM,Bryson Barradale,Bryson Barradale
347,99,45,Daily,12/31/2019,12/31/2019,1/2/2020 12:00,Julia Scott,12/31/2019,Julia Scott,12/31/2019,Julia Scott,12/31/2019,JS,Bryce Peters,Bryce Peters
348,76,649.97,Season,1/23/2021,1/23/2021,5/1/2021 12:00,John Foster,1/23/2021,John Foster,1/23/2021,John Foster,1/23/2021,JF,Bryce Peters,Bryce Peters
349,87,239.99,Season,1/13/2023,1/13/2023,5/1/2023 12:00,Owen Wilson,1/13/2023,Owen Wilson,1/13/2023,Owen Wilson,1/13/2023,OW,Bryce Peters,Bryce Peters
350,4,45,Daily,1/5/2020,1/10/2020,1/12/2020 12:00,Ethan Henderson,1/5/2020,Ethan Henderson,1/5/2020,Ethan Henderson,1/10/2020,EH,Bryson Barradale,Bryson Barradale
351,31,549.98,Season,12/2/2022,12/2/2022,5/1/2023 12:00,Hailey Morris,12/2/2022,Hailey Morris,12/2/2022,Hailey Morris,12/2/2022,HM,Bryson Barradale,Bryson Barradale
352,10,40,Daily,1/14/2020,1/14/2020,1/16/2020 12:00,Christopher Martin,1/14/2020,Christopher Martin,1/14/2020,Christopher Martin,1/14/2020,CM,Curtis Fountain,Curtis Fountain
353,36,35,Daily,2/6/2021,2/6/2021,2/8/2021 12:00,Lila Patel,2/6/2021,Lila Patel,2/6/2021,Lila Patel,2/6/2021,LP,Riley Lathrop,Riley Lathrop
354,58,219.98,Season,1/26/2020,1/30/2020,5/1/2020 12:00,Nour Hussein,1/26/2020,Nour Hussein,1/26/2020,Nour Hussein,1/30/2020,NH,Razi Muzaffar,Razi Muzaffar
355,16,329.98,Season,3/22/2022,3/22/2022,5/1/2022 12:00,Sophia Edwards,3/22/2022,Sophia Edwards,3/22/2022,Sophia Edwards,3/22/2022,SE,Jake Lathrop,Jake Lathrop
356,58,469.98,Season,2/5/2020,2/5/2020,5/1/2020 12:00,Nour Hussein,2/5/2020,Nour Hussein,2/5/2020,Nour Hussein,2/5/2020,NH,Razi Muzaffar,Razi Muzaffar
357,64,289.98,Season,12/12/2019,12/12/2019,5/1/2020 12:00,Daniel Lee,12/12/2019,Daniel Lee,12/12/2019,Daniel Lee,12/12/2019,DL,John Florendo,John Florendo
358,99,429.98,Season,3/1/2023,3/1/2023,5/1/2023 12:00,Julia Scott,3/1/2023,Julia Scott,3/1/2023,Julia Scott,3/1/2023,JS,Bryson Barradale,Bryson Barradale
359,11,409.98,Season,1/5/2022,1/5/2022,5/1/2022 12:00,Ethan Reed,1/5/2022,Ethan Reed,1/5/2022,Ethan Reed,1/5/2022,ER,Riley Lathrop,Riley Lathrop
360,12,189.99,Season,3/4/2021,3/4/2021,5/1/2021 12:00,Scarlett Mitchell,3/4/2021,Scarlett Mitchell,3/4/2021,Scarlett Mitchell,3/4/2021,SM,Jordan Weiss,Jordan Weiss
361,76,55,Daily,12/18/2020,12/18/2020,12/20/2020 12:00,John Foster,12/18/2020,John Foster,12/18/2020,John Foster,12/18/2020,JF,Razi Muzaffar,Razi Muzaffar
362,41,289.98,Season,4/12/2021,4/12/2021,5/1/2021 12:00,Thiago Oliveira,4/12/2021,Thiago Oliveira,4/12/2021,Thiago Oliveira,4/12/2021,TO,Jude Willcox,Jude Willcox
363,24,679.97,Season,4/4/2022,4/4/2022,5/1/2022 12:00,Miguel Rodriguez,4/4/2022,Miguel Rodriguez,4/4/2022,Miguel Rodriguez,4/4/2022,MR,Kevin Baron,Kevin Baron
364,82,40,Daily,2/15/2023,2/15/2023,2/17/2023 16:00,Amelia Allen,2/15/2023,Amelia Allen,2/15/2023,Amelia Allen,2/15/2023,AA,Nathan Giboney,Nathan Giboney
365,29,399.98,Season,1/30/2021,1/30/2021,5/1/2021 12:00,Natalie Carter,1/30/2021,Natalie Carter,1/30/2021,Natalie Carter,1/30/2021,NC,Jordan Weiss,Jordan Weiss
366,92,95,Daily,2/26/2023,2/27/2023,3/1/2023 12:00,Sofia Santos,2/26/2023,Sofia Santos,2/26/2023,Sofia Santos,2/27/2023,SS,John Florendo,John Florendo
367,60,50,Daily,12/27/2022,12/27/2022,12/29/2022 12:00,Sofia Fernandez,12/27/2022,Sofia Fernandez,12/27/2022,Sofia Fernandez,12/27/2022,SF,Kevin Baron,Kevin Baron
368,67,65,Daily,2/10/2023,2/10/2023,2/12/2023 12:00,Malika Shah,2/10/2023,Malika Shah,2/10/2023,Malika Shah,2/10/2023,MS,John Florendo,John Florendo
369,48,199.99,Season,12/8/2022,12/8/2022,5/1/2023 12:00,Elena Ivanova,12/8/2022,Elena Ivanova,12/8/2022,Elena Ivanova,12/8/2022,EI,Jordan Weiss,Jordan Weiss
370,92,99.99,Season,1/14/2020,1/14/2020,5/1/2020 12:00,Sofia Santos,1/14/2020,Sofia Santos,1/14/2020,Sofia Santos,1/14/2020,SS,Jake Lathrop,Jake Lathrop
371,53,105,Daily,2/27/2020,2/27/2020,2/29/2020 12:00,Federico Rossi,2/27/2020,Federico Rossi,2/27/2020,Federico Rossi,2/27/2020,FR,Jordan Weiss,Jordan Weiss
372,77,85,Daily,1/7/2023,1/7/2023,1/9/2023 12:00,Aisha Abdul,1/7/2023,Aisha Abdul,1/7/2023,Aisha Abdul,1/7/2023,AA,Bryson Barradale,Bryson Barradale
373,76,189.99,Season,1/16/2023,1/16/2023,5/1/2023 12:00,John Foster,1/16/2023,John Foster,1/16/2023,John Foster,1/16/2023,JF,Razi Muzaffar,Razi Muzaffar
374,88,369.98,Season,1/25/2020,1/25/2020,5/1/2020 12:00,Sofia Alves,1/25/2020,Sofia Alves,1/25/2020,Sofia Alves,1/25/2020,SA,John Florendo,John Florendo
375,89,120,Daily,1/24/2023,1/24/2023,1/26/2023 12:00,Penelope Phillips,1/24/2023,Penelope Phillips,1/24/2023,Penelope Phillips,1/24/2023,PP,Curtis Fountain,Curtis Fountain
376,76,110,Daily,1/31/2022,1/31/2022,2/2/2022 12:00,John Foster,1/31/2022,John Foster,1/31/2022,John Foster,1/31/2022,JF,Jude Willcox,Jude Willcox
377,36,130,Daily,2/24/2022,2/24/2022,2/26/2022 12:00,Lila Patel,2/24/2022,Lila Patel,2/24/2022,Lila Patel,2/24/2022,LP,Bryce Peters,Bryce Peters
378,92,50,Daily,12/16/2022,12/16/2022,12/18/2022 12:00,Sofia Santos,12/16/2022,Sofia Santos,12/16/2022,Sofia Santos,12/16/2022,SS,Nathan Giboney,Nathan Giboney
379,15,125,Daily,12/28/2020,12/28/2020,12/30/2020 12:00,Hiba Ahmed,12/28/2020,Hiba Ahmed,12/28/2020,Hiba Ahmed,12/28/2020,HA,Curtis Fountain,Curtis Fountain
380,91,79.99,Season,3/16/2020,3/16/2020,5/1/2020 12:00,Alejandra Torres,3/16/2020,Alejandra Torres,3/16/2020,Alejandra Torres,3/16/2020,AT,Razi Muzaffar,Razi Muzaffar
381,93,229.99,Season,1/14/2021,1/14/2021,5/1/2021 12:00,Leonardo Costa,1/14/2021,Leonardo Costa,1/14/2021,Leonardo Costa,1/14/2021,LC,Carter Ash,Carter Ash
382,47,45,Daily,2/6/2023,2/6/2023,2/8/2023 16:00,Emilia Rodriguez,2/6/2023,Emilia Rodriguez,2/6/2023,Emilia Rodriguez,2/6/2023,ER,Jordan Weiss,Jordan Weiss
383,30,90,Daily,1/6/2023,1/9/2023,1/11/2023 12:00,Ana Silva,1/6/2023,Ana Silva,1/6/2023,Ana Silva,1/9/2023,AS,Jude Willcox,Jude Willcox
384,72,189.99,Season,12/14/2022,12/14/2022,5/1/2023 12:00,Cameron Davis,12/14/2022,Cameron Davis,12/14/2022,Cameron Davis,12/14/2022,CD,Carter Ash,Carter Ash
385,68,110,Daily,1/11/2023,1/11/2023,1/13/2023 12:00,Leah Ross,1/11/2023,Leah Ross,1/11/2023,Leah Ross,1/11/2023,LR,Jake Lathrop,Jake Lathrop
386,42,45,Daily,3/5/2023,3/5/2023,3/7/2023 12:00,Madison Reyes,3/5/2023,Madison Reyes,3/5/2023,Madison Reyes,3/5/2023,MR,Riley Lathrop,Riley Lathrop
387,45,90,Daily,2/24/2023,3/2/2023,3/4/2023 12:00,Andriy Popov,2/24/2023,Andriy Popov,2/24/2023,Andriy Popov,3/2/2023,AP,Jake Lathrop,Jake Lathrop
388,60,65,Daily,4/12/2021,4/12/2021,4/14/2021 12:00,Sofia Fernandez,4/12/2021,Sofia Fernandez,4/12/2021,Sofia Fernandez,4/12/2021,SF,Jordan Weiss,Jordan Weiss
389,50,25,Daily,12/28/2022,12/28/2022,12/30/2022 12:00,Maria Hernandez,12/28/2022,Maria Hernandez,12/28/2022,Maria Hernandez,12/28/2022,MH,Bryce Peters,Bryce Peters
390,81,179.99,Season,3/4/2021,3/5/2021,5/1/2021 12:00,Harper White,3/4/2021,Harper White,3/4/2021,Harper White,3/5/2021,HW,Razi Muzaffar,Razi Muzaffar
391,86,439.98,Season,12/11/2022,12/11/2022,5/1/2023 12:00,Lina Ibrahim,12/11/2022,Lina Ibrahim,12/11/2022,Lina Ibrahim,12/11/2022,LI,John Florendo,John Florendo
392,19,80,Daily,1/14/2023,1/14/2023,1/16/2023 12:00,Rafael Lima,1/14/2023,Rafael Lima,1/14/2023,Rafael Lima,1/14/2023,RL,Bryce Peters,Bryce Peters
393,22,259.99,Season,1/29/2021,1/29/2021,5/1/2021 12:00,Audrey Coleman,1/29/2021,Audrey Coleman,1/29/2021,Audrey Coleman,1/29/2021,AC,Nathan Giboney,Nathan Giboney
394,62,105,Daily,2/24/2023,2/24/2023,2/26/2023 12:00,Layla Ahmed,2/24/2023,Layla Ahmed,2/24/2023,Layla Ahmed,2/24/2023,LA,Bryson Barradale,Bryson Barradale
395,55,219.99,Season,1/26/2021,1/26/2021,5/1/2021 12:00,Nathaniel Cook,1/26/2021,Nathaniel Cook,1/26/2021,Nathaniel Cook,1/26/2021,NC,Carter Ash,Carter Ash
396,95,279.98,Season,1/28/2020,1/28/2020,5/1/2020 12:00,Joshua Davis,1/28/2020,Joshua Davis,1/28/2020,Joshua Davis,1/28/2020,JD,Kevin Baron,Kevin Baron
397,20,279.99,Season,12/5/2022,12/5/2022,5/1/2023 12:00,Joseph Perez,12/5/2022,Joseph Perez,12/5/2022,Joseph Perez,12/5/2022,JP,Jake Lathrop,Jake Lathrop
398,23,125,Daily,12/3/2022,12/3/2022,12/5/2022 12:00,Mustafa Amin,12/3/2022,Mustafa Amin,12/3/2022,Mustafa Amin,12/3/2022,MA,Curtis Fountain,Curtis Fountain
399,95,299.99,Season,1/21/2023,1/21/2023,5/1/2023 12:00,Joshua Davis,1/21/2023,Joshua Davis,1/21/2023,Joshua Davis,1/21/2023,JD,Kevin Baron,Kevin Baron
400,71,219.98,Season,12/18/2021,12/18/2021,5/1/2022 12:00,Aaliyah Patel,12/18/2021,Aaliyah Patel,12/18/2021,Aaliyah Patel,12/18/2021,AP,Carter Ash,Carter Ash
401,60,199.99,Season,2/18/2022,2/18/2022,5/1/2022 12:00,Sofia Fernandez,2/18/2022,Sofia Fernandez,2/18/2022,Sofia Fernandez,2/18/2022,SF,Razi Muzaffar,Razi Muzaffar
402,54,269.99,Season,4/3/2021,4/3/2021,5/1/2021 12:00,Samuel Turner,4/3/2021,Samuel Turner,4/3/2021,Samuel Turner,4/3/2021,ST,Jordan Weiss,Jordan Weiss
403,42,100,Daily,4/6/2021,4/6/2021,4/8/2021 12:00,Madison Reyes,4/6/2021,Madison Reyes,4/6/2021,Madison Reyes,4/6/2021,MR,Bryce Peters,Bryce Peters
404,45,95,Daily,3/29/2022,4/2/2022,4/4/2022 12:00,Andriy Popov,3/29/2022,Andriy Popov,3/29/2022,Andriy Popov,4/2/2022,AP,Jude Willcox,Jude Willcox
405,62,25,Daily,3/9/2021,3/9/2021,3/11/2021 12:00,Layla Ahmed,3/9/2021,Layla Ahmed,3/9/2021,Layla Ahmed,3/9/2021,LA,Nathan Giboney,Nathan Giboney
406,32,75,Daily,1/22/2023,1/29/2023,1/31/2023 12:00,Noah Anderson,1/22/2023,Noah Anderson,1/22/2023,Noah Anderson,1/29/2023,NA,John Florendo,John Florendo
407,11,150,Daily,3/13/2021,3/13/2021,3/15/2021 12:00,Ethan Reed,3/13/2021,Ethan Reed,3/13/2021,Ethan Reed,3/13/2021,ER,Bryson Barradale,Bryson Barradale
